initial_a,initial_b,initial_c,initial_d,initial_e,initial_f,initial_g,sum_a,sum_b,sum_c,sum_d,sum_e,sum_f,sum_g,prev_a,prev_b,prev_d,prev_e,prev_f,prev_g,is_contiguous,customer_ID,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,cost,A,B,C,D,E,F,G
0.5,1.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6067939551085618,0.4659248956884562,0.18,0.6534427724578203,0.0,1.0,0.09411764705882353,0.625,0.6,0.21052631578947367,0.23728813559322035,0.0,0.4,0.125,0.7083333333333334,1.0,1.0,2.0,2.0,1.0,2.0,3.0
0.5,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,1.0,0.6068005028679186,0.6237830319888734,0.38,0.12707098343213255,0.0,0.0,0.2,0.25,0.0,0.14035087719298245,0.1694915254237288,0.0,0.8,0.375,0.5399305555555556,0.0,0.0,2.0,2.0,0.0,0.0,2.0
0.5,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.6068332416647023,0.6815020862308763,0.52,0.36829305365557075,0.3333333333333333,1.0,0.07058823529411765,0.5,0.4,0.8070175438596491,0.7288135593220338,1.0,1.0,0.5625,0.6475694444444444,1.0,0.0,4.0,3.0,1.0,0.0,3.0
0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6068201461459889,0.5208623087621697,0.94,0.5707554339565284,0.0,0.0,0.1411764705882353,0.75,1.0,0.08771929824561403,0.11864406779661017,0.0,0.8,0.125,0.6597222222222222,1.0,1.0,3.0,3.0,1.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6068266939053456,0.4339360222531293,0.64,0.862593099255206,0.0,0.0,0.047058823529411764,0.375,0.6,0.14035087719298245,0.1694915254237288,0.0,0.4,0.1875,0.6840277777777778,1.0,0.0,1.0,1.0,0.0,1.0,2.0
0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6071737251512532,0.5340751043115438,0.76,0.10335917312661498,0.0,1.0,0.07058823529411765,0.875,0.6,0.7894736842105263,0.7966101694915254,0.0,0.8,0.25,0.5868055555555556,1.0,1.0,3.0,3.0,1.0,1.0,2.0
0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.6071802729106099,0.7225312934631433,0.94,0.4528043775649795,0.0,0.0,0.10588235294117647,0.5,0.8,0.6491228070175439,0.6610169491525424,0.0,0.6,1.0,0.6111111111111112,2.0,1.0,2.0,2.0,0.0,1.0,4.0
0.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.607206463948037,0.6293463143254521,0.2,0.8939048487612099,0.0,1.0,0.047058823529411764,0.75,0.0,0.14035087719298245,0.1694915254237288,0.0,0.8,0.25,0.71875,1.0,1.0,2.0,2.0,1.0,1.0,2.0
0.5,1.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.6071933684293235,0.6828929068150209,0.52,0.2454780361757106,0.0,1.0,0.1411764705882353,0.625,0.4,1.0,1.0,0.0,0.8,0.9375,0.6024305555555556,1.0,1.0,3.0,3.0,1.0,0.0,2.0
1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6071213430763993,0.5069541029207232,0.58,0.5921872625019,0.0,0.0,0.15294117647058825,0.625,0.0,0.3508771929824561,0.3220338983050847,1.0,0.8,0.125,0.4913194444444444,0.0,0.0,1.0,3.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.607127890835756,0.6349095966620306,0.0,0.16355069159446725,0.0,1.0,0.1411764705882353,0.25,0.6,0.631578947368421,0.6440677966101694,0.0,0.4,0.1875,0.421875,0.0,0.0,1.0,1.0,0.0,0.0,2.0
0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.6071147953170425,0.4819193324061196,0.56,0.1763185894512844,0.0,0.0,0.2,0.5,0.0,0.43859649122807015,0.4576271186440678,0.0,0.6,0.3125,0.5034722222222222,0.0,0.0,3.0,3.0,0.0,0.0,2.0
1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6071475341138263,0.605702364394993,0.18,0.3479252165982672,0.0,1.0,0.08235294117647059,0.375,0.4,0.7368421052631579,0.7457627118644068,0.0,0.8,0.4375,0.5902777777777778,1.0,1.0,3.0,3.0,1.0,1.0,3.0
0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.5,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.607154081873183,0.672461752433936,0.34,0.46618027055783556,0.0,1.0,0.1411764705882353,0.375,0.8,0.5263157894736842,0.5423728813559322,0.0,0.4,0.375,0.53125,1.0,1.0,1.0,3.0,0.0,2.0,1.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6071344385951127,0.5062586926286509,0.52,0.7446420428636571,0.0,0.0,0.11764705882352941,0.5,0.6,0.15789473684210525,0.1864406779661017,0.0,1.0,0.6875,0.53125,0.0,0.0,2.0,3.0,0.0,0.0,3.0
0.5,1.0,0.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6070689610015453,0.5563282336578581,0.18,0.21371029031767746,0.0,0.0,0.11764705882352941,0.375,0.8,0.8421052631578947,0.11864406779661017,0.0,0.8,0.1875,0.6579861111111112,0.0,1.0,1.0,3.0,0.0,0.0,3.0
0.5,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6070558654828317,0.7524339360222532,0.06,0.361453108375133,0.6666666666666666,1.0,0.011764705882352941,0.5,0.0,0.49122807017543857,0.15254237288135594,1.0,0.4,1.0,0.7447916666666666,1.0,1.0,1.0,1.0,0.0,2.0,1.0
0.5,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6070624132421886,0.6029207232267038,0.3,0.6885544915640675,0.3333333333333333,0.0,0.11764705882352941,0.5,0.4,0.631578947368421,0.1864406779661017,0.0,0.6,0.25,0.5451388888888888,1.0,1.0,2.0,3.0,0.0,2.0,3.0
0.5,1.0,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6071016997983291,0.5361613351877608,0.76,0.3169174646602827,0.0,1.0,0.12941176470588237,0.375,0.0,0.42105263157894735,0.4406779661016949,0.0,0.6,0.8125,0.6128472222222222,1.0,1.0,1.0,2.0,0.0,1.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6070886042796155,0.7051460361613352,0.12,0.609515123879009,0.0,0.0,0.3176470588235294,0.75,1.0,0.8070175438596491,0.8135593220338984,0.0,0.4,0.3125,0.4826388888888889,0.0,0.0,1.0,3.0,0.0,0.0,1.0
0.5,0.0,0.3333333333333333,0.5,1.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,1.0,0.6070231266860481,0.5208623087621697,0.0,0.5569235446116431,0.0,1.0,0.24705882352941178,0.375,0.0,0.3157894736842105,0.3389830508474576,0.0,0.6,0.125,0.5347222222222222,0.0,0.0,2.0,2.0,0.0,0.0,2.0
0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6070034834079778,0.7162726008344924,0.18,0.23043015655874752,0.0,1.0,0.10588235294117647,0.5,0.6,0.7368421052631579,0.7457627118644068,0.0,1.0,0.125,0.7100694444444444,1.0,0.0,4.0,3.0,0.0,1.0,3.0
1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.607049317723475,0.7447844228094576,0.74,0.3710290317677459,0.0,0.0,0.12941176470588237,0.625,0.0,0.05263157894736842,0.0847457627118644,0.0,0.8,0.4375,0.5243055555555556,0.0,1.0,3.0,3.0,0.0,0.0,2.0
0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6070296744454048,0.47426981919332406,0.18,0.22799817601459188,0.0,0.0,0.15294117647058825,0.625,0.8,0.15789473684210525,0.1864406779661017,0.0,1.0,0.8125,0.6076388888888888,0.0,1.0,1.0,3.0,0.0,0.0,3.0
0.5,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.0,0.6070362222047615,0.6759388038942976,0.52,0.7511779905760754,0.0,0.0,0.03529411764705882,0.5,0.8,0.14035087719298245,0.1694915254237288,0.0,0.8,0.25,0.7361111111111112,2.0,1.0,3.0,3.0,1.0,0.0,2.0
0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666,0.5,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.6073832534506692,0.5375521557719054,0.52,0.05867153062775498,0.0,1.0,0.11764705882352941,0.25,0.4,0.8947368421052632,0.8983050847457628,0.0,0.8,0.5625,0.5625,1.0,1.0,3.0,3.0,0.0,0.0,3.0
0.5,1.0,0.0,0.5,1.0,0.6666666666666666,0.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.0,0.5,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.607389801210026,0.6189151599443672,0.1,0.46238030095759236,0.0,0.0,0.08235294117647059,0.5,0.4,0.12280701754385964,0.15254237288135594,0.0,1.0,0.375,0.5607638888888888,1.0,1.0,3.0,3.0,1.0,2.0,1.0
1.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.5,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6073701579319557,0.60778859527121,0.76,0.29001367989056087,0.3333333333333333,1.0,0.10588235294117647,0.5,0.0,0.9298245614035088,0.864406779661017,1.0,0.4,1.0,0.6545138888888888,2.0,0.0,3.0,2.0,0.0,2.0,3.0
0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6073767056913124,0.6863699582753825,0.58,0.356437148502812,0.0,0.0,0.03529411764705882,0.625,0.8,0.12280701754385964,0.15254237288135594,0.0,0.8,0.375,0.6267361111111112,2.0,0.0,3.0,3.0,0.0,2.0,3.0
0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6074094444880962,0.41168289290681503,0.58,0.002583979328165375,0.0,0.0,0.09411764705882353,0.375,0.0,0.5263157894736842,0.5423728813559322,0.0,1.0,0.5,0.6579861111111112,1.0,0.0,1.0,1.0,0.0,2.0,3.0
1.0,0.0,0.6666666666666666,0.5,1.0,0.0,1.0,1.0,0.0,0.6666666666666666,0.5,1.0,0.0,0.6666666666666666,1.0,0.0,0.5,1.0,0.0,0.6666666666666666,0.0,0.6074159922474529,0.48261474269819193,0.52,0.5143638850889193,0.0,1.0,0.058823529411764705,0.5,0.4,0.8596491228070176,0.864406779661017,0.0,0.8,1.0,0.703125,2.0,0.0,3.0,2.0,1.0,0.0,3.0
0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6073963489693827,0.7308762169680111,0.76,0.4214926280589755,0.0,1.0,0.03529411764705882,0.625,0.0,0.14035087719298245,0.1694915254237288,0.0,0.8,0.25,0.6284722222222222,1.0,1.0,3.0,3.0,1.0,2.0,2.0
0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6073308713758152,0.7440890125173852,0.58,0.47818817449460405,0.0,0.0,0.18823529411764706,0.5,0.0,0.5789473684210527,0.5932203389830508,0.0,0.4,0.25,0.5295138888888888,0.0,0.0,1.0,3.0,0.0,0.0,3.0
0.5,0.0,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0,0.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6073374191351719,0.4172461752433936,0.18,0.13193494452044383,0.0,1.0,0.047058823529411764,0.5,0.6,1.0,1.0,0.0,0.4,1.0,0.6840277777777778,1.0,0.0,1.0,3.0,1.0,2.0,3.0
0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6073243236164585,0.6731571627260083,0.28,0.32725338197294424,0.0,0.0,0.07058823529411765,0.5,1.0,0.631578947368421,0.6440677966101694,0.0,0.8,0.6875,0.6475694444444444,1.0,1.0,3.0,3.0,1.0,2.0,3.0
0.5,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.607363610172599,0.6696801112656467,0.28,0.029487764097887215,0.0,0.0,0.16470588235294117,0.5,0.8,0.05263157894736842,0.0847457627118644,0.0,0.4,0.0625,0.5850694444444444,0.0,0.0,2.0,3.0,0.0,0.0,1.0
0.5,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6073439668945287,0.760778859527121,0.88,0.01839185286517708,0.0,0.0,0.07058823529411765,0.375,1.0,0.12280701754385964,0.15254237288135594,0.0,0.8,0.75,0.6909722222222222,1.0,1.0,2.0,3.0,1.0,1.0,3.0
0.5,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.6073505146538855,0.6203059805285118,0.64,0.6040431676546587,0.0,0.0,0.11764705882352941,0.5,0.6,0.07017543859649122,0.1016949152542373,0.0,0.8,0.125,0.7222222222222222,1.0,1.0,3.0,3.0,1.0,2.0,2.0
1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.5,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.607285037060318,0.825452016689847,0.94,0.9574403404772762,0.0,0.0,0.10588235294117647,0.5,0.0,0.5263157894736842,0.5423728813559322,0.0,1.0,0.375,0.6979166666666666,0.0,0.0,3.0,3.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.6072653937822478,0.7141863699582753,0.72,0.16947864417084663,0.6666666666666666,1.0,0.12941176470588237,0.625,0.0,0.5614035087719298,0.06779661016949153,1.0,1.0,0.1875,0.6597222222222222,1.0,1.0,1.0,1.0,0.0,2.0,2.0
1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.6072719415416045,0.6098748261474269,0.18,0.4179966560267518,0.3333333333333333,1.0,0.10588235294117647,0.625,0.4,0.7894736842105263,0.7627118644067796,1.0,0.8,0.5625,0.7065972222222222,1.0,1.0,3.0,3.0,1.0,1.0,4.0
0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333,0.5,0.0,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6073046803383882,0.4019471488178025,0.2,0.10214318285453716,0.0,1.0,0.0,0.5,0.8,0.631578947368421,0.6440677966101694,0.0,0.6,1.0,0.6128472222222222,2.0,0.0,3.0,3.0,1.0,1.0,3.0
